drug,disease
drug::DB00741,disease::5377
drug::DB00741,disease::2350
drug::DB00741,disease::6835
drug::DB01380,disease::5377
drug::DB01380,disease::2350
drug::DB01380,disease::6835
drug::DB14539,disease::5377
drug::DB14539,disease::2350
drug::DB14539,disease::6835
drug::DB01234,disease::5377
drug::DB01234,disease::2350
drug::DB01234,disease::6835
drug::DB00443,disease::5377
drug::DB00443,disease::2350
drug::DB00443,disease::6835
drug::DB14644,disease::5377
drug::DB14644,disease::2350
drug::DB14644,disease::6835
drug::DB00620,disease::5377
drug::DB00620,disease::2350
drug::DB00620,disease::6835
drug::DB11396,disease::5338
drug::DB09351,disease::5338
drug::DB01085,disease::5338
drug::DB11660,disease::5338
drug::DB13262,disease::5338
drug::DB01057,disease::5338
drug::DB00964,disease::5338
drug::DB00195,disease::5338
drug::DB00484,disease::5338
drug::DB00819,disease::5338
drug::DB00981,disease::5338
drug::DB00133,disease::5338
drug::DB00703,disease::5338
drug::DB00449,disease::5338
drug::DB00521,disease::5338
drug::DB00668,disease::5338
drug::DB01210,disease::5338
drug::DB00575,disease::5338
drug::DB09013,disease::5338
drug::DB01229,disease::5338
drug::DB00373,disease::5338
drug::DB01214,disease::5338
drug::DB08819,disease::5338
drug::DB00287,disease::5338
drug::DB00905,disease::5338
drug::DB01194,disease::5338
drug::DB00654,disease::5338
drug::DB13931,disease::5338
drug::DB00869,disease::5338
drug::DB01144,disease::5338
drug::DB06736,disease::8383
drug::DB00959,disease::8383
drug::DB01097,disease::8383
drug::DB00814,disease::8383
drug::DB00936,disease::8383
drug::DB09212,disease::8383
drug::DB13317,disease::8383
drug::DB01401,disease::8383
drug::DB00939,disease::8383
drug::DB00795,disease::8383
drug::DB00091,disease::8383
drug::DB00563,disease::8383
drug::DB13527,disease::8383
drug::DB14509,disease::8383
drug::DB01399,disease::8383
drug::DB00608,disease::8383
drug::DB00328,disease::8383
drug::DB00635,disease::8383
drug::DB00859,disease::8383
drug::DB04812,disease::8383
drug::DB09213,disease::8383
drug::DB00712,disease::8383
drug::DB00945,disease::8383
drug::DB00860,disease::8383
drug::DB00741,disease::8383
drug::DB01380,disease::8383
drug::DB14539,disease::8383
drug::DB01234,disease::8383
drug::DB08895,disease::8383
drug::DB06674,disease::8383
drug::DB00993,disease::8383
drug::DB00461,disease::8383
drug::DB08904,disease::8383
drug::DB00749,disease::8383
drug::DB00605,disease::8383
drug::DB00443,disease::8383
drug::DB06273,disease::8383
drug::DB00554,disease::8383
drug::DB00995,disease::8383
drug::DB01281,disease::8383
drug::DB00051,disease::8383
drug::DB01600,disease::8383
drug::DB00573,disease::8383
drug::DB00500,disease::8383
drug::DB00861,disease::8383
drug::DB00788,disease::8383
drug::DB13167,disease::8383
drug::DB01009,disease::8383
drug::DB00991,disease::8383
drug::DB01397,disease::8383
drug::DB00005,disease::8383
drug::DB00073,disease::8383
drug::DB00065,disease::8383
drug::DB00482,disease::8383
drug::DB00533,disease::8383
drug::DB01050,disease::8383
drug::DB00586,disease::8383
drug::DB00026,disease::8383
drug::DB07402,disease::8383
drug::DB15091,disease::8383
drug::DB00620,disease::8383
drug::DB12233,disease::8383
drug::DB09276,disease::8383
drug::DB09121,disease::8383
drug::DB13481,disease::8383
drug::DB11767,disease::8383
drug::DB11817,disease::8383
drug::DB01611,disease::8383
drug::DB00959,disease::5328
drug::DB00959,disease::2022
drug::DB00860,disease::5328
drug::DB00860,disease::2022
drug::DB00741,disease::5328
drug::DB00741,disease::2022
drug::DB01380,disease::5328
drug::DB01380,disease::2022
drug::DB14539,disease::5328
drug::DB14539,disease::2022
drug::DB01234,disease::5328
drug::DB01234,disease::2022
drug::DB00443,disease::5328
drug::DB00443,disease::2022
drug::DB00620,disease::5328
drug::DB00620,disease::2022
drug::DB09096,disease::4980
drug::DB09096,disease::11292
drug::DB05219,disease::4980
drug::DB05219,disease::11292
drug::DB14512,disease::4980
drug::DB14512,disease::11292
drug::DB00959,disease::4980
drug::DB00959,disease::11292
drug::DB00588,disease::4980
drug::DB00588,disease::11292
drug::DB01130,disease::4980
drug::DB01130,disease::11292
drug::DB00557,disease::4980
drug::DB00557,disease::11292
drug::DB00591,disease::4980
drug::DB00591,disease::11292
drug::DB01260,disease::4980
drug::DB01260,disease::11292
drug::DB03904,disease::4980
drug::DB03904,disease::11292
drug::DB07615,disease::4980
drug::DB07615,disease::11292
drug::DB00635,disease::4980
drug::DB00635,disease::11292
drug::DB06768,disease::4980
drug::DB06768,disease::11292
drug::DB00288,disease::4980
drug::DB00288,disease::11292
drug::DB00860,disease::4980
drug::DB00860,disease::11292
drug::DB00741,disease::4980
drug::DB00741,disease::11292
drug::DB01380,disease::4980
drug::DB01380,disease::11292
drug::DB14539,disease::4980
drug::DB14539,disease::11292
drug::DB01234,disease::4980
drug::DB01234,disease::11292
drug::DB00547,disease::4980
drug::DB00547,disease::11292
drug::DB00443,disease::4980
drug::DB00443,disease::11292
drug::DB01047,disease::4980
drug::DB01047,disease::11292
drug::DB06786,disease::4980
drug::DB06786,disease::11292
drug::DB01013,disease::4980
drug::DB01013,disease::11292
drug::DB00663,disease::4980
drug::DB00663,disease::11292
drug::DB01142,disease::4980
drug::DB01142,disease::11292
drug::DB00846,disease::4980
drug::DB00846,disease::11292
drug::DB00337,disease::4980
drug::DB00337,disease::11292
drug::DB00620,disease::4980
drug::DB00620,disease::11292
drug::DB12159,disease::4980
drug::DB12159,disease::11292
drug::DB00864,disease::4980
drug::DB00864,disease::11292
drug::DB01022,disease::5298
drug::DB01022,disease::8159
drug::DB13231,disease::5298
drug::DB13231,disease::8159
drug::DB11620,disease::5298
drug::DB11620,disease::8159
drug::DB00169,disease::5298
drug::DB00169,disease::8159
drug::DB06643,disease::5298
drug::DB06643,disease::8159
drug::DB00153,disease::5298
drug::DB00153,disease::8159
drug::DB11110,disease::5298
drug::DB11110,disease::8159
drug::DB11126,disease::5298
drug::DB11126,disease::8159
drug::DB06548,disease::5298
drug::DB06548,disease::8159
drug::DB01377,disease::5298
drug::DB01377,disease::8159
drug::DB06255,disease::5298
drug::DB06255,disease::8159
drug::DB00399,disease::5298
drug::DB00399,disease::8159
drug::DB00884,disease::5298
drug::DB00884,disease::8159
drug::DB05295,disease::5298
drug::DB05295,disease::8159
drug::DB00959,disease::7915
drug::DB00959,disease::19725
drug::DB00608,disease::7915
drug::DB00608,disease::19725
drug::DB01708,disease::7915
drug::DB01708,disease::19725
drug::DB00635,disease::7915
drug::DB00635,disease::19725
drug::DB00860,disease::7915
drug::DB00860,disease::19725
drug::DB00741,disease::7915
drug::DB00741,disease::19725
drug::DB01380,disease::7915
drug::DB01380,disease::19725
drug::DB14539,disease::7915
drug::DB14539,disease::19725
drug::DB01234,disease::7915
drug::DB01234,disease::19725
drug::DB00443,disease::7915
drug::DB00443,disease::19725
drug::DB08879,disease::7915
drug::DB08879,disease::19725
drug::DB00620,disease::7915
drug::DB00620,disease::19725
drug::DB01611,disease::7915
drug::DB01611,disease::19725
drug::DB09096,disease::5480
drug::DB14512,disease::5480
drug::DB00959,disease::5480
drug::DB00588,disease::5480
drug::DB01130,disease::5480
drug::DB00591,disease::5480
drug::DB01260,disease::5480
drug::DB03904,disease::5480
drug::DB00635,disease::5480
drug::DB06768,disease::5480
drug::DB00288,disease::5480
drug::DB00860,disease::5480
drug::DB00741,disease::5480
drug::DB01380,disease::5480
drug::DB14539,disease::5480
drug::DB01234,disease::5480
drug::DB00547,disease::5480
drug::DB00443,disease::5480
drug::DB01047,disease::5480
drug::DB06786,disease::5480
drug::DB01013,disease::5480
drug::DB00663,disease::5480
drug::DB00846,disease::5480
drug::DB00620,disease::5480
drug::DB13841,disease::5485
drug::DB13841,disease::1265
drug::DB13841,disease::5084
drug::DB13841,disease::5487
drug::DB00623,disease::5485
drug::DB00623,disease::1265
drug::DB00623,disease::5084
drug::DB00623,disease::5487
drug::DB00420,disease::5485
drug::DB00420,disease::1265
drug::DB00420,disease::5084
drug::DB00420,disease::5487
drug::DB00502,disease::5485
drug::DB00502,disease::1265
drug::DB00502,disease::5084
drug::DB00502,disease::5487
drug::DB00206,disease::5485
drug::DB00206,disease::1265
drug::DB00206,disease::5084
drug::DB00206,disease::5487
drug::DB00477,disease::5485
drug::DB00477,disease::1265
drug::DB00477,disease::5084
drug::DB00477,disease::5487
drug::DB01063,disease::5485
drug::DB01063,disease::1265
drug::DB01063,disease::5084
drug::DB01063,disease::5487
drug::DB00508,disease::5485
drug::DB00508,disease::1265
drug::DB00508,disease::5084
drug::DB00508,disease::5487
drug::DB01267,disease::5485
drug::DB01267,disease::1265
drug::DB01267,disease::5084
drug::DB01267,disease::5487
drug::DB00959,disease::20108_16450_19532
drug::DB00959,disease::6760
drug::DB00635,disease::20108_16450_19532
drug::DB00635,disease::6760
drug::DB00860,disease::20108_16450_19532
drug::DB00860,disease::6760
drug::DB00741,disease::20108_16450_19532
drug::DB00741,disease::6760
drug::DB01380,disease::20108_16450_19532
drug::DB01380,disease::6760
drug::DB14539,disease::20108_16450_19532
drug::DB14539,disease::6760
drug::DB01234,disease::20108_16450_19532
drug::DB01234,disease::6760
drug::DB00443,disease::20108_16450_19532
drug::DB00443,disease::6760
drug::DB00620,disease::20108_16450_19532
drug::DB00620,disease::6760
drug::DB00959,disease::43905_2572_1255_3479_43919
drug::DB00959,disease::265
drug::DB00860,disease::43905_2572_1255_3479_43919
drug::DB00860,disease::265
drug::DB00741,disease::43905_2572_1255_3479_43919
drug::DB00741,disease::265
drug::DB01380,disease::43905_2572_1255_3479_43919
drug::DB01380,disease::265
drug::DB14539,disease::43905_2572_1255_3479_43919
drug::DB14539,disease::265
drug::DB00443,disease::43905_2572_1255_3479_43919
drug::DB00443,disease::265
drug::DB00620,disease::43905_2572_1255_3479_43919
drug::DB00620,disease::265
drug::DB00959,disease::19801_15128_43370
drug::DB00860,disease::19801_15128_43370
drug::DB00741,disease::19801_15128_43370
drug::DB01380,disease::19801_15128_43370
drug::DB14539,disease::19801_15128_43370
drug::DB01234,disease::19801_15128_43370
drug::DB00443,disease::19801_15128_43370
drug::DB00620,disease::19801_15128_43370
drug::DB14512,disease::4979
drug::DB14512,disease::4784
drug::DB00959,disease::4979
drug::DB00959,disease::4784
drug::DB12017,disease::4979
drug::DB12017,disease::4784
drug::DB00885,disease::4979
drug::DB00885,disease::4784
drug::DB00716,disease::4979
drug::DB00716,disease::4784
drug::DB13573,disease::4979
drug::DB13573,disease::4784
drug::DB01260,disease::4979
drug::DB01260,disease::4784
drug::DB00816,disease::4979
drug::DB00816,disease::4784
drug::DB00277,disease::4979
drug::DB00277,disease::4784
drug::DB00394,disease::4979
drug::DB00394,disease::4784
drug::DB12846,disease::4979
drug::DB12846,disease::4784
drug::DB07615,disease::4979
drug::DB07615,disease::4784
drug::DB00635,disease::4979
drug::DB00635,disease::4784
drug::DB01222,disease::4979
drug::DB01222,disease::4784
drug::DB00368,disease::4979
drug::DB00368,disease::4784
drug::DB05266,disease::4979
drug::DB05266,disease::4784
drug::DB09082,disease::4979
drug::DB09082,disease::4784
drug::DB00860,disease::4979
drug::DB00860,disease::4784
drug::DB00741,disease::4979
drug::DB00741,disease::4784
drug::DB01380,disease::4979
drug::DB01380,disease::4784
drug::DB14539,disease::4979
drug::DB14539,disease::4784
drug::DB01234,disease::4979
drug::DB01234,disease::4784
drug::DB00651,disease::4979
drug::DB00651,disease::4784
drug::DB12248,disease::4979
drug::DB12248,disease::4784
drug::DB08906,disease::4979
drug::DB08906,disease::4784
drug::DB01291,disease::4979
drug::DB01291,disease::4784
drug::DB00443,disease::4979
drug::DB00443,disease::4784
drug::DB00180,disease::4979
drug::DB00180,disease::4784
drug::DB00901,disease::4979
drug::DB00901,disease::4784
drug::DB00043,disease::4979
drug::DB00043,disease::4784
drug::DB00871,disease::4979
drug::DB00871,disease::4784
drug::DB01409,disease::4979
drug::DB01409,disease::4784
drug::DB01003,disease::4979
drug::DB01003,disease::4784
drug::DB01410,disease::4979
drug::DB01410,disease::4784
drug::DB00620,disease::4979
drug::DB00620,disease::4784
drug::DB00549,disease::4979
drug::DB00549,disease::4784
drug::DB01411,disease::4979
drug::DB01411,disease::4784
drug::DB00959,disease::43233
drug::DB00635,disease::43233
drug::DB00860,disease::43233
drug::DB00741,disease::43233
drug::DB01380,disease::43233
drug::DB14539,disease::43233
drug::DB01234,disease::43233
drug::DB00443,disease::43233
drug::DB00620,disease::43233
drug::DB09125,disease::3019
drug::DB00761,disease::3019
drug::DB00128,disease::3019
drug::DB13620,disease::3019
drug::DB11098,disease::3019
drug::DB14498,disease::3019
drug::DB01164,disease::3019
drug::DB00959,disease::5301
drug::DB00635,disease::5301
drug::DB06637,disease::5301
drug::DB00860,disease::5301
drug::DB00741,disease::5301
drug::DB01380,disease::5301
drug::DB14539,disease::5301
drug::DB01234,disease::5301
drug::DB00443,disease::5301
drug::DB00108,disease::5301
drug::DB08880,disease::5301
drug::DB12612,disease::5301
drug::DB00620,disease::5301
drug::DB00959,disease::19444
drug::DB00959,disease::5746
drug::DB00959,disease::42458
drug::DB00635,disease::19444
drug::DB00635,disease::5746
drug::DB00635,disease::42458
drug::DB00741,disease::19444
drug::DB00741,disease::5746
drug::DB00741,disease::42458
drug::DB01380,disease::19444
drug::DB01380,disease::5746
drug::DB01380,disease::42458
drug::DB14539,disease::19444
drug::DB14539,disease::5746
drug::DB14539,disease::42458
drug::DB01234,disease::19444
drug::DB01234,disease::5746
drug::DB01234,disease::42458
drug::DB00443,disease::19444
drug::DB00443,disease::5746
drug::DB00443,disease::42458
drug::DB00730,disease::19444
drug::DB00730,disease::5746
drug::DB00730,disease::42458
drug::DB06736,disease::5306_20655
drug::DB06736,disease::7126_8468_24512_13192
drug::DB00959,disease::5306_20655
drug::DB00959,disease::7126_8468_24512_13192
drug::DB13783,disease::5306_20655
drug::DB13783,disease::7126_8468_24512_13192
drug::DB00328,disease::5306_20655
drug::DB00328,disease::7126_8468_24512_13192
drug::DB00635,disease::5306_20655
drug::DB00635,disease::7126_8468_24512_13192
drug::DB00860,disease::5306_20655
drug::DB00860,disease::7126_8468_24512_13192
drug::DB00741,disease::5306_20655
drug::DB00741,disease::7126_8468_24512_13192
drug::DB01380,disease::5306_20655
drug::DB01380,disease::7126_8468_24512_13192
drug::DB14539,disease::5306_20655
drug::DB14539,disease::7126_8468_24512_13192
drug::DB01234,disease::5306_20655
drug::DB01234,disease::7126_8468_24512_13192
drug::DB06674,disease::5306_20655
drug::DB06674,disease::7126_8468_24512_13192
drug::DB08904,disease::5306_20655
drug::DB08904,disease::7126_8468_24512_13192
drug::DB00605,disease::5306_20655
drug::DB00605,disease::7126_8468_24512_13192
drug::DB00443,disease::5306_20655
drug::DB00443,disease::7126_8468_24512_13192
drug::DB00051,disease::5306_20655
drug::DB00051,disease::7126_8468_24512_13192
drug::DB00788,disease::5306_20655
drug::DB00788,disease::7126_8468_24512_13192
drug::DB00005,disease::5306_20655
drug::DB00005,disease::7126_8468_24512_13192
drug::DB00065,disease::5306_20655
drug::DB00065,disease::7126_8468_24512_13192
drug::DB00482,disease::5306_20655
drug::DB00482,disease::7126_8468_24512_13192
drug::DB00586,disease::5306_20655
drug::DB00586,disease::7126_8468_24512_13192
drug::DB07402,disease::5306_20655
drug::DB07402,disease::7126_8468_24512_13192
drug::DB00620,disease::5306_20655
drug::DB00620,disease::7126_8468_24512_13192
drug::DB11569,disease::5306_20655
drug::DB11569,disease::7126_8468_24512_13192
drug::DB00959,disease::14394_13217_32668_12529_32669_44309_12937_13216_13964_12938_12925_7110_14245_12924_60662_32670_44310_12939_15253_11636
drug::DB00635,disease::14394_13217_32668_12529_32669_44309_12937_13216_13964_12938_12925_7110_14245_12924_60662_32670_44310_12939_15253_11636
drug::DB00860,disease::14394_13217_32668_12529_32669_44309_12937_13216_13964_12938_12925_7110_14245_12924_60662_32670_44310_12939_15253_11636
drug::DB00741,disease::14394_13217_32668_12529_32669_44309_12937_13216_13964_12938_12925_7110_14245_12924_60662_32670_44310_12939_15253_11636
drug::DB01380,disease::14394_13217_32668_12529_32669_44309_12937_13216_13964_12938_12925_7110_14245_12924_60662_32670_44310_12939_15253_11636
drug::DB01234,disease::14394_13217_32668_12529_32669_44309_12937_13216_13964_12938_12925_7110_14245_12924_60662_32670_44310_12939_15253_11636
drug::DB06412,disease::14394_13217_32668_12529_32669_44309_12937_13216_13964_12938_12925_7110_14245_12924_60662_32670_44310_12939_15253_11636
drug::DB00443,disease::14394_13217_32668_12529_32669_44309_12937_13216_13964_12938_12925_7110_14245_12924_60662_32670_44310_12939_15253_11636
drug::DB00620,disease::14394_13217_32668_12529_32669_44309_12937_13216_13964_12938_12925_7110_14245_12924_60662_32670_44310_12939_15253_11636
drug::DB00570,disease::15758
drug::DB00570,disease::15808
drug::DB00570,disease::15809
drug::DB00570,disease::18031
drug::DB00959,disease::15758
drug::DB00959,disease::15808
